Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
RICHMOND,NY,"40,845.00","24,070.00","16,775.00","14,000.00",0.00,"14,000.00"
ORANGE,NY,"55,725.00","53,425.00","2,300.00",0.00,0.00,0.00
NASSAU,NY,"67,826.00","45,476.00","22,350.00","18,600.00","16,800.00","1,800.00"
SUFFOLK,NY,"153,552.00","125,502.00","28,050.00","70,900.00","45,500.00","25,400.00"
ROCKLAND,NY,"3,408,433.00","2,762,738.00","645,695.00","1,713,600.00","1,354,600.00","359,000.00"
RICHMOND,NY,"20,400.00",0.00,"20,400.00",0.00,0.00,0.00
RICHMOND,NY,"81,957.00","35,407.00","46,550.00",0.00,0.00,0.00
ROCKLAND,NY,"78,817.00","78,817.00",0.00,"52,700.00","52,700.00",0.00
NEW YORK,NY,"1,000.00",0.00,"1,000.00",0.00,0.00,0.00
QUEENS,NY,"1,367.00",0.00,"1,367.00","1,400.00",0.00,"1,400.00"
SULLIVAN,NY,"99,691.00","99,691.00",0.00,"92,100.00","92,100.00",0.00
NASSAU,NY,"286,436.00","245,511.00","40,925.00","79,800.00","75,300.00","4,500.00"
WESTCHESTER,NY,"35,626.00","35,626.00",0.00,0.00,0.00,0.00
SUFFOLK,NY,"138,287.00","112,287.00","26,000.00","138,300.00","112,300.00","26,000.00"
NASSAU,NY,"351,808.00","314,263.00","37,545.00","49,500.00","46,000.00","3,500.00"
ROCKLAND,NY,"4,995.00","4,995.00",0.00,0.00,0.00,0.00
NASSAU,NY,"7,125.00",0.00,"7,125.00","7,200.00",0.00,"7,200.00"
WESTCHESTER,NY,"103,415.00","80,890.00","22,525.00","19,600.00","7,400.00","12,200.00"
ROCKLAND,NY,"137,751.00","106,376.00","31,375.00","57,800.00","47,400.00","10,400.00"
KINGS,NY,"11,525.00",0.00,"11,525.00","2,200.00",0.00,"2,200.00"
NASSAU,NY,"744,808.00","656,384.00","88,424.00","76,500.00","72,900.00","3,600.00"
NASSAU,NY,"15,409,360.00","10,191,271.00","5,218,089.00","5,644,200.00","3,962,200.00","1,682,000.00"
NASSAU,NY,"27,421.00","17,011.00","10,410.00",0.00,0.00,0.00
WESTCHESTER,NY,"52,030.00","45,965.00","6,065.00","35,000.00","35,000.00",0.00
SUFFOLK,NY,"115,595.00","55,083.00","60,512.00","37,100.00","35,400.00","1,700.00"
SUFFOLK,NY,"62,372.00","48,322.00","14,050.00","41,500.00","27,500.00","14,000.00"
SUFFOLK,NY,"110,312.00","98,362.00","11,950.00",0.00,0.00,0.00
SUFFOLK,NY,"42,630.00","42,630.00",0.00,"27,100.00","27,100.00",0.00
SUFFOLK,NY,"801,286.00","718,966.00","82,320.00","157,700.00","133,100.00","24,600.00"
ORANGE,NY,"36,502.00","36,502.00",0.00,"26,900.00","26,900.00",0.00
NASSAU,NY,"74,448.00","53,598.00","20,850.00","41,700.00","36,400.00","5,300.00"
NASSAU,NY,"24,251,839.00","17,430,704.00","6,821,135.00","10,859,600.00","7,167,300.00","3,692,300.00"
NEW YORK,NY,"153,592.00","106,417.00","47,175.00","112,200.00","72,200.00","40,000.00"
ORANGE,NY,"142,890.00","130,472.00","12,418.00","59,300.00","57,200.00","2,100.00"
ORANGE,NY,"3,451.00","3,201.00",250.00,"3,500.00","3,300.00",200.00
SUFFOLK,NY,"227,383.00","180,111.00","47,272.00","173,500.00","157,800.00","15,700.00"
ROCKLAND,NY,"141,127.00","125,377.00","15,750.00","51,100.00","35,300.00","15,800.00"
SUFFOLK,NY,"52,410.00",0.00,"52,410.00",0.00,0.00,0.00
SUFFOLK,NY,"12,109.00","11,959.00",150.00,0.00,0.00,0.00
NASSAU,NY,"6,814.00",0.00,"6,814.00",0.00,0.00,0.00
SUFFOLK,NY,"1,445,206.00","1,144,489.00","300,717.00","658,200.00","552,400.00","105,800.00"
SUFFOLK,NY,"280,618.00","227,473.00","53,145.00","164,100.00","128,800.00","35,300.00"
SUFFOLK,NY,"80,110.00","50,710.00","29,400.00",0.00,0.00,0.00
SUFFOLK,NY,"233,977.00","202,797.00","31,180.00",0.00,0.00,0.00
SUFFOLK,NY,"60,479.00","53,579.00","6,900.00",0.00,0.00,0.00
WESTCHESTER,NY,725.00,725.00,0.00,0.00,0.00,0.00
ROCKLAND,NY,"48,987.00","38,987.00","10,000.00","28,100.00","28,100.00",0.00
NASSAU,NY,"468,028.00","412,253.00","55,775.00","150,400.00","140,700.00","9,700.00"
ULSTER,NY,"154,844.00","147,644.00","7,200.00","78,200.00","76,300.00","1,900.00"
SUFFOLK,NY,"223,738.00","201,488.00","22,250.00",0.00,0.00,0.00
SUFFOLK,NY,"26,705,134.00","21,521,922.00","5,183,212.00","11,805,100.00","9,195,600.00","2,537,800.00"
ULSTER,NY,"89,239.00","64,789.00","24,450.00","68,500.00","57,500.00","11,000.00"
ROCKLAND,NY,"99,452.00","98,164.00","1,288.00","78,700.00","78,000.00",700.00
ULSTER,NY,"12,180.00","12,180.00",0.00,0.00,0.00,0.00
SUFFOLK,NY,"52,969.00","51,469.00","1,500.00","31,200.00","31,200.00",0.00
NASSAU,NY,"665,996.00","583,651.00","82,345.00","222,400.00","192,200.00","30,200.00"
SUFFOLK,NY,"386,163.00","300,901.00","85,262.00","96,700.00","63,900.00","32,800.00"
SUFFOLK,NY,"43,082.00","35,302.00","7,780.00","8,000.00","5,000.00","3,000.00"
SUFFOLK,NY,"143,931.00","105,931.00","38,000.00",0.00,0.00,0.00
ORANGE,NY,"64,524.00","64,024.00",500.00,"14,000.00","13,500.00",500.00
SUFFOLK,NY,"249,953.00","235,690.00","14,263.00","104,900.00","94,300.00","10,600.00"
SUFFOLK,NY,"10,157.00","9,307.00",850.00,"4,700.00","4,700.00",0.00
WESTCHESTER,NY,"117,499.00","114,759.00","2,740.00","59,800.00","58,900.00",900.00
WESTCHESTER,NY,"266,496.00","253,346.00","13,150.00","55,400.00","53,100.00","2,300.00"
WESTCHESTER,NY,"21,103.00","20,603.00",500.00,0.00,0.00,0.00
WESTCHESTER,NY,"167,419.00","156,469.00","10,950.00","41,000.00","40,700.00",300.00
QUEENS,NY,"511,768.00","393,648.00","118,120.00","250,800.00","222,200.00","28,600.00"
SUFFOLK,NY,"46,761.00","42,361.00","4,400.00",0.00,0.00,0.00
NASSAU,NY,"84,992.00","84,292.00",700.00,"56,600.00","56,600.00",0.00
NASSAU,NY,"37,355.00","37,355.00",0.00,0.00,0.00,0.00
NASSAU,NY,"234,425.00","217,695.00","16,730.00","121,000.00","107,300.00","13,700.00"
QUEENS,NY,"297,707.00","275,807.00","21,900.00","104,400.00","93,200.00","11,200.00"
NASSAU,NY,"189,027.00","103,227.00","85,800.00",0.00,0.00,0.00
NASSAU,NY,"100,520.00","74,770.00","25,750.00","94,500.00","68,800.00","25,700.00"
NASSAU,NY,"89,235.00","68,385.00","20,850.00",0.00,0.00,0.00
NASSAU,NY,"26,021.00","22,221.00","3,800.00","3,800.00",0.00,"3,800.00"
NASSAU,NY,"35,716,264.00","24,287,547.00","11,428,717.00","16,200,900.00","11,865,100.00","4,335,800.00"
NEW YORK,NY,"63,765.00","52,915.00","10,850.00",0.00,0.00,0.00
QUEENS,NY,"38,299.00","29,724.00","8,575.00",0.00,0.00,0.00
SUFFOLK,NY,"166,558.00","123,152.00","43,406.00","48,700.00","33,000.00","15,700.00"
SUFFOLK,NY,"61,254.00","56,029.00","5,225.00","13,200.00","8,000.00","5,200.00"
WESTCHESTER,NY,"190,825.00","127,015.00","63,810.00","33,100.00","15,100.00","18,000.00"
WESTCHESTER,NY,"147,749.00","144,849.00","2,900.00","88,700.00","86,700.00","2,000.00"
WESTCHESTER,NY,"171,165.00","162,390.00","8,775.00","120,200.00","115,000.00","5,200.00"
WESTCHESTER,NY,"107,186.00","94,936.00","12,250.00","59,900.00","53,800.00","6,100.00"
WESTCHESTER,NY,"92,639.00","89,939.00","2,700.00","24,900.00","22,700.00","2,200.00"
WESTCHESTER,NY,"389,821.00","340,146.00","49,675.00","246,200.00","197,900.00","48,300.00"
MONMOUTH,NJ,"65,852.00","64,627.00","1,225.00","42,000.00","41,300.00",700.00
ATLANTIC,NJ,"364,029.00","288,579.00","75,450.00","51,500.00","32,600.00","18,900.00"
ATLANTIC,NJ,"38,740.00","12,140.00","26,600.00",0.00,0.00,0.00
ATLANTIC,NJ,"15,400.00",0.00,"15,400.00","15,400.00",0.00,"15,400.00"
BERGEN,NJ,"631,086.00","498,701.00","132,385.00","449,600.00","351,800.00","97,800.00"
MONMOUTH,NJ,"44,632.00","43,132.00","1,500.00","14,000.00","12,500.00","1,500.00"
MERCER,NJ,"18,934.00","18,934.00",0.00,0.00,0.00,0.00
WARREN,NJ,"20,251.00","19,501.00",750.00,"11,900.00","11,600.00",300.00
SUSSEX,NJ,"120,097.00","118,697.00","1,400.00","56,200.00","56,200.00",0.00
HUNTERDON,NJ,"68,574.00","60,374.00","8,200.00","65,400.00","58,000.00","7,400.00"
HUNTERDON,NJ,"84,259.00","82,109.00","2,150.00","34,100.00","32,600.00","1,500.00"
WARREN,NJ,"57,540.00","57,540.00",0.00,0.00,0.00,0.00
MONMOUTH,NJ,"335,325.00","272,370.00","62,955.00","87,700.00","71,600.00","16,100.00"
ATLANTIC,NJ,"225,090.00","179,585.00","45,505.00","20,000.00","13,300.00","6,700.00"
ATLANTIC,NJ,"25,509.00","25,509.00",0.00,"14,000.00","14,000.00",0.00
ATLANTIC,NJ,"36,527.00","29,327.00","7,200.00","35,000.00","27,800.00","7,200.00"
ATLANTIC,NJ,"33,754.00","24,204.00","9,550.00",0.00,0.00,0.00
ATLANTIC,NJ,"29,700.00",0.00,"29,700.00","29,700.00",0.00,"29,700.00"
ATLANTIC,NJ,"22,527,366.00","15,761,822.00","6,765,544.00","8,632,700.00","5,513,000.00","3,119,700.00"
ATLANTIC,NJ,"49,171.00","37,896.00","11,275.00","32,300.00","21,100.00","11,200.00"
ATLANTIC,NJ,"17,050.00",0.00,"17,050.00",0.00,0.00,0.00
MONMOUTH,NJ,"1,023,474.00","749,049.00","274,425.00","599,700.00","446,200.00","153,500.00"
ATLANTIC,NJ,"10,695.00",0.00,"10,695.00","10,700.00",0.00,"10,700.00"
CAPE MAY,NJ,"1,119,602.00","864,642.00","254,960.00","472,400.00","384,900.00","87,500.00"
MIDDLESEX,NJ,"288,204.00","242,534.00","45,670.00","109,700.00","97,800.00","11,900.00"
MONMOUTH,NJ,"531,408.00","336,788.00","194,620.00","271,700.00","172,200.00","99,500.00"
MONMOUTH,NJ,"4,112,749.00","3,056,369.00","1,056,380.00","1,354,300.00","913,800.00","440,500.00"
MONMOUTH,NJ,"368,720.00","251,270.00","117,450.00","58,600.00","12,600.00","46,000.00"
OCEAN,NJ,"4,283,184.00","3,273,628.00","1,009,556.00","2,164,900.00","1,604,000.00","560,900.00"
OCEAN,NJ,"109,480.00","80,555.00","28,925.00",0.00,0.00,0.00
SOMERSET,NJ,"531,788.00","434,338.00","97,450.00","157,600.00","144,700.00","12,900.00"
BURLINGTON,NJ,"181,117.00","69,955.00","111,162.00","78,500.00","38,500.00","40,000.00"
BURLINGTON,NJ,"50,274.00","50,274.00",0.00,"5,000.00","5,000.00",0.00
OCEAN,NJ,"144,611.00","105,611.00","39,000.00",0.00,0.00,0.00
OCEAN,NJ,"17,780,671.00","13,000,804.00","4,779,867.00","6,927,200.00","5,035,400.00","1,891,800.00"
SALEM,NJ,"135,740.00","100,940.00","34,800.00",0.00,0.00,0.00
HUDSON,NJ,"9,725.00",0.00,"9,725.00",0.00,0.00,0.00
BERGEN,NJ,"43,490.00",0.00,"43,490.00","40,000.00",0.00,"40,000.00"
HUDSON,NJ,"7,358,458.00","4,378,846.00","2,979,612.00","3,004,100.00","1,837,700.00","1,166,400.00"
HUNTERDON,NJ,"95,187.00","32,307.00","62,880.00",0.00,0.00,0.00
ATLANTIC,NJ,"19,925.00",0.00,"19,925.00",0.00,0.00,0.00
OCEAN,NJ,"55,272.00","53,772.00","1,500.00","46,300.00","44,800.00","1,500.00"
MONMOUTH,NJ,"86,988.00","76,088.00","10,900.00",0.00,0.00,0.00
OCEAN,NJ,"28,406,309.00","21,271,895.00","7,134,414.00","11,196,200.00","8,088,700.00","3,107,500.00"
OCEAN,NJ,"103,457.00","56,632.00","46,825.00",0.00,0.00,0.00
OCEAN,NJ,"145,036.00","118,436.00","26,600.00","104,200.00","77,600.00","26,600.00"
OCEAN,NJ,"78,397.00","65,553.00","12,844.00",0.00,0.00,0.00
OCEAN,NJ,"18,057.00","6,057.00","12,000.00",0.00,0.00,0.00
OCEAN,NJ,"16,976,665.00","11,764,262.00","5,212,403.00","5,843,900.00","3,776,800.00","2,067,100.00"
OCEAN,NJ,"805,349.00","619,958.00","185,391.00","303,800.00","217,800.00","86,000.00"
OCEAN,NJ,"492,922.00","326,492.00","166,430.00","197,800.00","134,200.00","63,600.00"
OCEAN,NJ,"90,226.00","49,576.00","40,650.00",0.00,0.00,0.00
OCEAN,NJ,"497,298.00","345,123.00","152,175.00","69,900.00","39,400.00","30,500.00"
OCEAN,NJ,"93,413.00","73,813.00","19,600.00",0.00,0.00,0.00
OCEAN,NJ,"67,946.00","47,346.00","20,600.00","58,000.00","47,400.00","10,600.00"
OCEAN,NJ,"593,084.00","397,319.00","195,765.00","148,300.00","108,300.00","40,000.00"
OCEAN,NJ,"196,538.00","163,238.00","33,300.00",0.00,0.00,0.00
OCEAN,NJ,"115,018.00","98,498.00","16,520.00",0.00,0.00,0.00
OCEAN,NJ,"90,619.00","58,919.00","31,700.00",0.00,0.00,0.00
OCEAN,NJ,"171,955.00","126,155.00","45,800.00",0.00,0.00,0.00
OCEAN,NJ,"421,712.00","341,588.00","80,124.00","156,600.00","133,200.00","23,400.00"
OCEAN,NJ,"71,024.00","70,574.00",450.00,0.00,0.00,0.00
CAPE MAY,NJ,"25,639.00","25,639.00",0.00,"23,600.00","23,600.00",0.00
MONMOUTH,NJ,"4,100.00",0.00,"4,100.00",0.00,0.00,0.00
MONMOUTH,NJ,"4,233,312.00","2,930,108.00","1,303,204.00","2,074,300.00","1,382,800.00","691,500.00"
SOMERSET,NJ,"135,766.00","128,926.00","6,840.00","52,300.00","48,800.00","3,500.00"
ESSEX,NJ,"236,393.00","165,233.00","71,160.00","87,000.00","50,500.00","36,500.00"
MONMOUTH,NJ,"38,761.00","18,011.00","20,750.00",0.00,0.00,0.00
HUDSON,NJ,"69,730.00","54,980.00","14,750.00",0.00,0.00,0.00
MONMOUTH,NJ,"10,538,575.00","7,546,152.00","2,992,423.00","5,078,900.00","3,467,300.00","1,611,600.00"
MONMOUTH,NJ,"101,027.00","63,897.00","37,130.00","62,500.00","27,400.00","35,100.00"
MONMOUTH,NJ,"65,312.00","48,287.00","17,025.00","44,100.00","27,100.00","17,000.00"
BERGEN,NJ,"354,550.00","278,440.00","76,110.00","123,200.00","114,800.00","8,400.00"
OCEAN,NJ,"79,395.00","47,260.00","32,135.00",0.00,0.00,0.00
UNION,NJ,"52,893.00","38,061.00","14,832.00","13,400.00","10,900.00","2,500.00"
OCEAN,NJ,"103,437.00","88,877.00","14,560.00",0.00,0.00,0.00
CAMDEN,NJ,"22,887.00","22,887.00",0.00,0.00,0.00,0.00
SOMERSET,NJ,"578,167.00","574,192.00","3,975.00","309,600.00","308,700.00",900.00
CAMDEN,NJ,"11,917.00","11,917.00",0.00,"6,000.00","6,000.00",0.00
WARREN,NJ,"75,869.00","74,319.00","1,550.00","54,700.00","53,200.00","1,500.00"
ESSEX,NJ,"378,042.00","345,592.00","32,450.00","131,100.00","120,900.00","10,200.00"
HUNTERDON,NJ,"16,034.00","16,034.00",0.00,"6,300.00","6,300.00",0.00
BERGEN,NJ,"41,844.00","36,694.00","5,150.00","22,900.00","19,900.00","3,000.00"
MORRIS,NJ,"461,834.00","439,234.00","22,600.00","97,600.00","97,600.00",0.00
BURLINGTON,NJ,"13,768.00","13,768.00",0.00,0.00,0.00,0.00
SOMERSET,NJ,"104,724.00","101,274.00","3,450.00","66,000.00","63,800.00","2,200.00"
MONMOUTH,NJ,"1,294,314.00","984,990.00","309,324.00","786,800.00","587,400.00","199,400.00"
SOMERSET,NJ,"113,077.00","113,077.00",0.00,"90,800.00","90,800.00",0.00
SUSSEX,NJ,"284,104.00","260,289.00","23,815.00","176,900.00","155,300.00","21,600.00"
OCEAN,NJ,"3,391,753.00","2,397,513.00","994,240.00","1,314,500.00","891,500.00","423,000.00"
OCEAN,NJ,"37,111.00","29,771.00","7,340.00",0.00,0.00,0.00
OCEAN,NJ,"102,660.00","81,960.00","20,700.00",0.00,0.00,0.00
OCEAN,NJ,"4,250.00",0.00,"4,250.00",0.00,0.00,0.00
OCEAN,NJ,"5,287.00",0.00,"5,287.00",0.00,0.00,0.00
OCEAN,NJ,"5,218.00","3,018.00","2,200.00","5,300.00","3,100.00","2,200.00"
OCEAN,NJ,"161,353.00","130,633.00","30,720.00",0.00,0.00,0.00
MONMOUTH,NJ,"157,455.00","119,055.00","38,400.00","71,400.00","38,000.00","33,400.00"
MORRIS,NJ,"62,182.00","41,682.00","20,500.00","18,300.00",0.00,"18,300.00"
OCEAN,NJ,"111,665,315.00","78,514,401.00","33,150,914.00","46,184,400.00","31,244,200.00","14,871,900.00"
OCEAN,NJ,"20,223,792.00","14,763,529.00","5,460,263.00","7,172,100.00","5,061,900.00","2,110,200.00"
OCEAN,NJ,"156,736.00","136,111.00","20,625.00",0.00,0.00,0.00
OCEAN,NJ,"44,238.00","39,168.00","5,070.00","41,000.00","35,900.00","5,100.00"
OCEAN,NJ,"37,446.00","29,946.00","7,500.00","24,500.00","17,200.00","7,300.00"
OCEAN,NJ,"937,743.00","734,103.00","203,640.00","543,900.00","443,900.00","100,000.00"
OCEAN,NJ,"532,631.00","465,031.00","67,600.00",0.00,0.00,0.00
OCEAN,NJ,"10,767.00","7,767.00","3,000.00",0.00,0.00,0.00
OCEAN,NJ,"45,840.00","40,840.00","5,000.00",0.00,0.00,0.00
OCEAN,NJ,"67,166.00","46,116.00","21,050.00","14,000.00",0.00,"14,000.00"
OCEAN,NJ,"83,639.00","59,539.00","24,100.00",0.00,0.00,0.00
OCEAN,NJ,"174,144.00","132,444.00","41,700.00","138,100.00","98,100.00","40,000.00"
OCEAN,NJ,"185,230.00","131,105.00","54,125.00",0.00,0.00,0.00
OCEAN,NJ,"606,868.00","435,500.00","171,368.00","318,600.00","226,700.00","91,900.00"
GLOUCESTER,NJ,"171,251.00","154,276.00","16,975.00",0.00,0.00,0.00
CUMBERLAND,NJ,"14,826.00","1,676.00","13,150.00",0.00,0.00,0.00
SOMERSET,NJ,"554,414.00","522,739.00","31,675.00","152,600.00","138,200.00","14,400.00"
MONMOUTH,NJ,"177,426.00","152,476.00","24,950.00",0.00,0.00,0.00
MONMOUTH,NJ,"5,892,767.00","4,219,812.00","1,672,955.00","2,066,200.00","1,440,800.00","625,400.00"
ATLANTIC,NJ,"40,714.00","30,039.00","10,675.00","10,500.00","2,400.00","8,100.00"
ATLANTIC,NJ,"89,727.00","52,177.00","37,550.00","44,600.00","19,000.00","25,600.00"
ATLANTIC,NJ,"24,583,438.00","18,596,507.00","5,986,931.00","8,395,000.00","5,950,600.00","2,444,400.00"
ATLANTIC,NJ,"120,532.00","94,232.00","26,300.00","57,400.00","31,100.00","26,300.00"
ATLANTIC,NJ,"54,370.00","54,370.00",0.00,"48,600.00","48,600.00",0.00
ATLANTIC,NJ,"134,408.00","100,578.00","33,830.00","46,200.00","16,600.00","29,600.00"
OCEAN,NJ,"274,960.00","202,260.00","72,700.00","64,400.00","38,200.00","26,200.00"
BURLINGTON,NJ,"31,027.00","30,877.00",150.00,700.00,500.00,200.00
BURLINGTON,NJ,"25,095.00","25,095.00",0.00,"23,000.00","23,000.00",0.00
MORRIS,NJ,"354,285.00","310,840.00","43,445.00","49,500.00","39,200.00","10,300.00"
ATLANTIC,NJ,"1,923.00","1,923.00",0.00,0.00,0.00,0.00
BURLINGTON,NJ,"98,265.00","79,940.00","18,325.00","14,000.00","14,000.00",0.00
BURLINGTON,NJ,"25,625.00","25,625.00",0.00,"14,000.00","14,000.00",0.00
SUSSEX,NJ,"102,837.00","90,997.00","11,840.00","102,900.00","91,100.00","11,800.00"
ESSEX,NJ,"14,787.00","14,287.00",500.00,"11,300.00","10,900.00",400.00
HUNTERDON,NJ,"313,651.00","299,826.00","13,825.00","234,900.00","226,400.00","8,500.00"
MORRIS,NJ,"63,521.00","63,521.00",0.00,"55,200.00","55,200.00",0.00
CAMDEN,NJ,"12,249.00",399.00,"11,850.00","11,900.00",0.00,"11,900.00"
CAMDEN,NJ,"122,854.00","104,004.00","18,850.00","31,400.00","26,400.00","5,000.00"
CAPE MAY,NJ,"242,807.00","234,957.00","7,850.00","149,700.00","144,000.00","5,700.00"
CAPE MAY,NJ,"5,175.00",0.00,"5,175.00",0.00,0.00,0.00
CAPE MAY,NJ,"3,400.00",0.00,"3,400.00",0.00,0.00,0.00
CAPE MAY,NJ,"703,737.00","655,312.00","48,425.00","201,100.00","182,800.00","18,300.00"
CAPE MAY,NJ,"12,708.00","12,708.00",0.00,"11,500.00","11,500.00",0.00
CAPE MAY,NJ,"30,565.00","30,565.00",0.00,"23,100.00","23,100.00",0.00
BERGEN,NJ,"93,484.00","12,688.00","80,796.00",0.00,0.00,0.00
HUDSON,NJ,"9,825.00",0.00,"9,825.00","9,900.00",0.00,"9,900.00"
SALEM,NJ,"63,134.00","59,684.00","3,450.00","52,500.00","50,000.00","2,500.00"
MIDDLESEX,NJ,"2,651,076.00","1,959,907.00","691,169.00","1,052,200.00","762,900.00","289,300.00"
OCEAN,NJ,"30,471.00","22,721.00","7,750.00",0.00,0.00,0.00
ESSEX,NJ,"24,941.00","24,941.00",0.00,0.00,0.00,0.00
OCEAN,NJ,"194,896.00","132,271.00","62,625.00","71,500.00","54,200.00","17,300.00"
CUMBERLAND,NJ,"522,383.00","437,283.00","85,100.00","70,800.00","69,200.00","1,600.00"
OCEAN,NJ,"186,422.00","109,472.00","76,950.00","118,600.00","79,600.00","39,000.00"
OCEAN,NJ,"668,236.00","543,816.00","124,420.00","285,500.00","273,600.00","11,900.00"
OCEAN,NJ,"423,106.00","326,881.00","96,225.00",0.00,0.00,0.00
OCEAN,NJ,"139,530.00","132,342.00","7,188.00","55,200.00","55,200.00",0.00
OCEAN,NJ,"94,280.00","67,955.00","26,325.00",0.00,0.00,0.00
OCEAN,NJ,"126,446.00","98,996.00","27,450.00","6,300.00","3,000.00","3,300.00"
OCEAN,NJ,"154,010.00","108,050.00","45,960.00",0.00,0.00,0.00
MORRIS,NJ,"85,817.00","76,680.00","9,137.00","23,600.00","22,200.00","1,400.00"
MORRIS,NJ,"24,094.00","23,744.00",350.00,"9,900.00","9,900.00",0.00
CAMDEN,NJ,"17,830.00","17,830.00",0.00,"2,800.00","2,800.00",0.00
CAMDEN,NJ,"71,127.00","60,807.00","10,320.00","11,700.00","11,700.00",0.00
MORRIS,NJ,"944,248.00","876,988.00","67,260.00","215,100.00","198,900.00","16,200.00"
UNION,NJ,"48,213.00","33,238.00","14,975.00","26,200.00","18,400.00","7,800.00"
GLOUCESTER,NJ,"19,725.00",0.00,"19,725.00",0.00,0.00,0.00
MONMOUTH,NJ,"3,990.00","3,990.00",0.00,0.00,0.00,0.00
GLOUCESTER,NJ,"44,835.00","43,585.00","1,250.00","16,400.00","16,400.00",0.00
CAMDEN,NJ,"5,400.00","5,400.00",0.00,"5,400.00","5,400.00",0.00
BERGEN,NJ,"93,167.00","63,547.00","29,620.00","31,800.00","28,700.00","3,100.00"
MONMOUTH,NJ,"26,810.00","22,780.00","4,030.00","3,700.00","3,700.00",0.00
MIDDLESEX,NJ,"233,869.00","176,719.00","57,150.00","49,400.00","49,400.00",0.00
MONMOUTH,NJ,"103,861.00","89,561.00","14,300.00","13,600.00","12,100.00","1,500.00"
PASSAIC,NJ,"114,946.00","107,106.00","7,840.00","29,300.00","23,800.00","5,500.00"
PASSAIC,NJ,"84,074.00","40,299.00","43,775.00","9,700.00",0.00,"9,700.00"
PASSAIC,NJ,"23,758.00","23,458.00",300.00,"23,800.00","23,500.00",300.00
HUNTERDON,NJ,"16,694.00","16,694.00",0.00,0.00,0.00,0.00
BERGEN,NJ,"6,900.00",0.00,"6,900.00",0.00,0.00,0.00
MIDDLESEX,NJ,"184,088.00","175,088.00","9,000.00","128,000.00","124,000.00","4,000.00"
MONMOUTH,NJ,"589,556.00","522,931.00","66,625.00","291,200.00","281,500.00","9,700.00"
WARREN,NJ,"51,558.00","51,558.00",0.00,"43,300.00","43,300.00",0.00
BURLINGTON,NJ,"24,099.00","18,099.00","6,000.00","13,500.00","13,500.00",0.00
ATLANTIC,NJ,"352,784.00","315,748.00","37,036.00","191,800.00","177,600.00","14,200.00"
MIDDLESEX,NJ,"14,756.00","13,181.00","1,575.00",0.00,0.00,0.00
UNION,NJ,"206,685.00","198,295.00","8,390.00","108,900.00","104,900.00","4,000.00"
UNION,NJ,"1,850.00",0.00,"1,850.00",0.00,0.00,0.00
OCEAN,NJ,"44,374.00","43,124.00","1,250.00",0.00,0.00,0.00
MONMOUTH,NJ,"75,558.00","65,333.00","10,225.00","13,800.00","12,600.00","1,200.00"
CAPE MAY,NJ,"258,259.00","220,659.00","37,600.00","169,700.00","140,300.00","29,400.00"
CUMBERLAND,NJ,"234,627.00","165,958.00","68,669.00","99,000.00","62,500.00","36,500.00"
BURLINGTON,NJ,"6,614.00","6,614.00",0.00,0.00,0.00,0.00
CAPE MAY,NJ,"9,305.00","9,305.00",0.00,"9,400.00","9,400.00",0.00
MORRIS,NJ,"47,780.00","46,280.00","1,500.00","17,600.00","16,100.00","1,500.00"
MORRIS,NJ,"20,715.00","20,715.00",0.00,0.00,0.00,0.00
BERGEN,NJ,"167,472.00","138,247.00","29,225.00",400.00,0.00,400.00
MIDDLESEX,NJ,"103,498.00","99,698.00","3,800.00","62,300.00","62,300.00",0.00
MIDDLESEX,NJ,"1,189,604.00","1,041,644.00","147,960.00","545,800.00","465,900.00","79,900.00"
MORRIS,NJ,"8,281.00","8,281.00",0.00,"8,300.00","8,300.00",0.00
ESSEX,NJ,"488,064.00","458,469.00","29,595.00","148,500.00","146,000.00","2,500.00"
ESSEX,NJ,"177,921.00","165,771.00","12,150.00","68,500.00","58,100.00","10,400.00"
BERGEN,NJ,"140,471.00","62,571.00","77,900.00","70,400.00","18,700.00","51,700.00"
MERCER,NJ,"28,645.00","10,605.00","18,040.00","16,900.00","6,800.00","10,100.00"
BURLINGTON,NJ,"43,742.00","33,742.00","10,000.00","32,100.00","29,700.00","2,400.00"
MONMOUTH,NJ,"148,390.00","124,515.00","23,875.00","62,800.00","58,500.00","4,300.00"
BERGEN,NJ,"277,163.00","68,728.00","208,435.00","125,400.00","63,300.00","62,100.00"
OCEAN,NJ,"208,365.00","180,785.00","27,580.00","118,900.00","91,300.00","27,600.00"
MIDDLESEX,NJ,"400,382.00","320,632.00","79,750.00","93,700.00","69,900.00","23,800.00"
MIDDLESEX,NJ,"244,806.00","221,631.00","23,175.00","104,600.00","82,200.00","22,400.00"
ATLANTIC,NJ,"206,084.00","178,609.00","27,475.00","126,100.00","114,000.00","12,100.00"
ATLANTIC,NJ,"21,905.00","21,155.00",750.00,"14,000.00","13,200.00",800.00
ATLANTIC,NJ,"18,861.00","18,861.00",0.00,0.00,0.00,0.00
ATLANTIC,NJ,"687,518.00","575,693.00","111,825.00","458,400.00","368,400.00","90,000.00"
BURLINGTON,NJ,"158,981.00","134,381.00","24,600.00","46,800.00","34,200.00","12,600.00"
